Agency Name,Year,Attendance,Rescues - Total,Rescue - Rip,Rescue - Surf,Rescue - Swift,Rescues - Scuba,Rescue - Cliff,Boat Rescues - Rescues,Boat Rescues - Passengers,Boat Rescues - Value,Boat Assists - Rescues,Boat Assists - Passengers,Boat Assists - Value,Prevents,Medical Aids - Total,Medical Aids - Major,Medical Aids - Minor,Drowning Deaths (Unguarded) - Total,Drowning Deaths (Unguarded) - Rip,Drowning Deaths (Unguarded) - Surf,Drowning Deaths (Unguarded) - Scuba,Drowning Deaths (Unguarded) - Drop-Off,Drowning Deaths (Unguarded) - Alc/Drugs,Drowning Deaths (Unguarded) - Ability,Drowning Deaths (Unguarded) - Floatation,Drowning Deaths (Unguarded) - Other,Drowning Deaths (Guarded) - Total,Drowning Deaths (Guarded) - Rip,Drowning Deaths (Guarded) - Surf,Drowning Deaths (Guarded) - Scuba,Drowning Deaths (Guarded) - Drop-Off,Drowning Deaths (Guarded) - Alc/Drugs,Drowning Deaths (Guarded) - Ability,Drowning Deaths (Guarded) - Floatation,Drowning Deaths (Guarded) - Other,Other Fatalities,Enforcements - Warnings,Enforcements - Boat/PWC,Enforcements - Citations,Enforcements - Arrests,Lost/Found,Public Education - Lectures,Public Education - Students,Demographics - Miles Guarded,Demographics - Miles Not Guarded,Demographics - Full-Time Employees,Demographics - Part-Time Employees,Demographics - Jr. Guards,Demographics - Agency Water Is,Demographics - Agency Coverage,Demographics - Avg. Weekday Towers Staffed,Demographics - Avg. Weekend Towers Staffed,Demographics - Avg. Distance Between Tower (yards),Demographics - # Rescue Vehicles,Demographics - Boat < 15,Demographics - Boat 15+,Demographics - PWC,Demographics - Non Motorized Rescue Craft
Corolla Ocean Rescue,2017,1200000,255,235,10,0,0,0,0,0,0,1,2,8000,55000,639,52,587,1,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,30,400,12,11,2,40,25,0,0,17,17,575,4,0,1,3,6
Hempstead Lifeguards,2014,1200000,1649,1432,217,0,0,0,0,0,0,0,0,0,38000,573,210,363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,372,16,780,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Hempstead Lifeguards,2013,1200000,785,530,255,0,0,0,0,0,0,1,3,25000,36000,674,284,390,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,240,17,1275,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Hempstead Lifeguards,2012,1200000,870,600,270,0,0,0,0,0,0,3,11,180000,34000,683,265,418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,1100,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
New Hampshire State Beach Patrol,2013,1200000,32,18,14,0,0,0,0,0,0,0,0,0,5282,259,33,226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,215,0,0,0,268,0,0,3,1,33,10,null,0,0,23,23,250,3,0,0,1,5
Martin County Ocean Rescue,2019,1198423,0,113,30,0,0,0,0,0,0,0,0,0,29492,1327,47,1280,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,67,0,0,0,26,6,180,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Assateague State Park,2020,1195996,43,43,0,0,0,0,1,1,0,0,0,0,3932,65,33,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,1,1,10,12,null,0,0,3,5,40,4,0,0,0,5
Deerfield Beach Ocean Rescue,2004,1191300,122,122,0,0,0,0,0,0,0,0,0,0,7826,235,14,221,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,10,8,5,1650,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Solana Beach Marine Safety,1983,1190440,608,0,0,0,0,0,5,0,0,0,0,0,8057,280,280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Nags Head Ocean Rescue,2017,1183679,273,157,0,0,0,0,12,20,12000,0,0,0,267744,140,51,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,12,8,338,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Orange Beach Surf Rescue,2017,1177688,97,67,30,0,0,0,0,0,0,0,0,0,2875,110,14,96,4,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,86,0,0,0,93,30,8000,5,5,2,22,8,0,0,5,5,2500,7,0,0,0,2
Hawaii,2006,1170087,170,118,52,0,0,0,0,0,0,0,0,0,44195,5406,287,5119,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,532,5,0,0,2,10,570,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Nags Head Ocean Rescue,2015,1161788,279,256,3,0,0,0,0,0,0,2,2,2000,183510,114,18,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,10,398,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Kill Devil Hills Ocean Rescue,2018,1160157,168,120,48,0,0,0,6,11,6500,34,34,17000,142,91,30,61,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,24,0,10,6,16,12,850,5,0,42,5,28,0,0,21,21,300,6,1,1,4,25
Santa Cruz Marine Safety,2014,1159507,215,0,0,0,0,0,17,0,16400,754,0,747300,235358,399,58,341,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32846,5081,0,0,217,5527,24233,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Seal Beach Marine Safety,1967,1157900,1068,0,0,0,0,0,89,267,275900,0,0,0,7749,1410,1410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,446,3,39,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
South Walton Lifeguards,2017,1157807,87,76,11,0,0,0,0,0,0,0,0,0,216504,374,84,290,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,197,43,430,26,0,3,64,130,0,0,14,14,3000,16,0,0,2,21
Camp Pendleton,2008,1157743,927,739,188,0,0,0,5,8,85000,23,36,391000,121557,272,31,241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1632,0,0,39,27,1080,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Martin County Ocean Rescue,2016,1156460,514,365,149,0,0,0,0,0,0,0,0,0,38731,1198,54,1144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,0,0,0,17,3,300,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Kauai Fire Department Ocean Safety Bureau,2007,1154698,296,213,86,0,2,0,0,0,0,0,0,0,50869,3048,100,2948,7,4,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,13,478,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Los Angeles County Lifeguards - Lakes,1981,1152019,485,0,0,0,0,0,2831,0,13644000,0,0,0,62016,255,255,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,75,4,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Martin County Ocean Rescue,2011,1150430,622,395,227,0,1,0,0,0,0,1,3,12000,23743,2126,66,2060,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,3,400,2.5,22,16,17,null,0,0,7,7,150,5,0,0,1,0
Golden Gate National Recreation Area - San Francisco,2004,1150000,9,8,1,0,0,3,3,13,25000,2,4,0,0,119,12,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4122,9,0,0,0,32,1722,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Nags Head Ocean Rescue,2018,1149000,332,277,0,0,0,0,5,8,5000,0,0,0,331773,138,48,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,6,193,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
New Jersey State Park Service - Ocean Beaches,2001,1147958,23,0,0,0,0,0,0,0,0,0,0,0,55594,1798,75,1723,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,940,0,0,0,339,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Okaloosa County Beach Safety,2015,1145000,94,94,0,0,0,0,0,0,0,1,2,12500,45600,380,44,336,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,380,176,0,0,115,45,5900,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Cape May,2020,1143065,267,224,43,0,0,0,0,0,0,0,0,0,22985,139,41,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,37,0,0,2,1,1,90,null,0,0,26,26,150,9,0,1,2,16
Solana Beach Marine Safety,1995,1140165,140,134,5,0,0,1,0,0,0,0,0,0,14057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4748,0,10,0,17,15,1500,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Kauai Fire Department Ocean Safety Bureau,2005,1140056,170,52,49,0,0,0,0,0,0,0,0,0,54637,3566,53,3513,9,2,1,0,0,1,0,0,5,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,32,540,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Pompano Beach Ocean Rescue,1994,1137310,111,0,0,0,0,0,0,0,0,0,0,0,8541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,25,1116,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
New Jersey State Park Service - Ocean Beaches,2003,1130048,130,0,0,0,0,0,0,0,0,0,0,0,59522,1734,60,1674,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5807,0,0,0,253,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Encinitas Marine Safety,1993,1130000,283,0,0,0,0,0,1,3,22000,0,0,0,33800,548,548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,6,450,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Deerfield Beach Ocean Rescue,2003,1128100,33,32,1,0,0,0,0,0,0,0,0,0,6836,359,29,330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,229,0,0,29,12,1500,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Camp Pendleton,2013,1122432,917,795,122,0,0,0,2,6,27500,11,13,54000,118710,222,19,203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1372,0,0,0,15,3030,2,15,8,35,50,0,0,8,8,200,5,1,2,4,0
Kauai Fire Department Ocean Safety Bureau,2004,1120271,222,33,46,0,2,0,31,0,0,0,0,0,55745,5576,91,5485,8,5,3,0,0,0,0,0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,14,513,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Delray Beach Ocean Rescue,1994,1120230,89,0,0,0,0,0,3,0,0,0,0,0,31710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,3,112,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Santa Cruz Marine Safety,2000,1119660,56,0,0,0,0,0,7,26,0,0,0,0,10289,245,64,181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9870,267,175,12,125,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Los Angeles County Lifeguards - Lakes,2019,1117596,294,0,0,0,0,0,27,92,5550000,11770,39344,245900000,0,266,81,185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,43117,0,30408,3620,69,18,11245,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Presque Isla State Park,2020,1117550,47,0,47,0,0,0,0,0,0,0,0,0,34299,214,20,194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,4,7,39,3,null,0,0,35,45,66,6,0,0,2,0
Martin County Ocean Rescue,2015,1117530,410,286,124,0,0,0,0,0,0,0,0,0,27287,1903,70,1833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,2,60,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Camp Pendleton,2014,1116651,919,805,114,0,0,0,4,6,75000,7,12,55,110551,261,21,240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1027,0,0,0,35,1750,1.25,17,8,38,70,0,0,5,6,200,6,1,2,3,0
Cape May,2019,1112653,68,52,16,0,0,0,0,0,0,0,0,0,10221,130,27,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,2,33,15,1994,2,1,2,84,95,0,0,26,26,150,9,0,1,2,16
Ventura County - Channel Islands Harbor,1982,1111400,110,0,0,0,0,0,23,0,156500,0,0,0,5854,130,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Cape May,2015,1109298,112,88,24,0,0,0,0,0,0,0,0,0,7455,211,68,143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,11,668,2.5,0.5,1,88,78,0,0,26,26,150,6,0,1,2,16
Corolla Ocean Rescue,2000,1108316,298,98,200,0,0,0,0,0,0,0,0,0,97072,282,6,276,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,50,0,0,0,57,101,72735,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
New Jersey State Park Service - Ocean Beaches,1998,1108194,54,0,0,0,0,0,0,0,0,0,0,0,53852,1547,75,1472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1715,0,0,0,374,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Camp Pendleton,2005,1108124,692,553,139,0,0,0,13,26,78000,56,112,280000,87655,745,19,726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2202,0,0,50,4,150,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Camp Pendleton,2007,1106345,988,864,124,0,0,0,11,22,110000,9,19,97000,194892,379,24,355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1138,0,0,44,18,3890,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Kill Devil Hills Ocean Rescue,2019,1105308,566,278,277,0,0,0,6,12,9000,24,36,36000,288,148,27,121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,7,325,5,0,48,6,42,0,0,21,21,400,7,1,1,4,26
Martin County Ocean Rescue,1997,1103660,210,0,0,0,0,0,0,0,0,0,0,0,12907,1603,30,1573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Deerfield Beach Ocean Rescue,2001,1103050,70,65,5,0,0,0,0,0,0,0,0,0,6150,55,19,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,20,600,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Brevard County Ocean Rescue,2005,1100000,64,47,17,0,0,0,1,2,2000,0,0,0,65790,947,16,931,4,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,7,0,24,1,81,5,1500,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Santa Cruz Marine Safety,1975,1100000,114,0,0,0,0,0,8,0,9450,0,0,0,2980,192,192,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,155,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Golden Gate National Recreation Area - San Francisco,2006,1100000,49,43,6,0,0,5,0,0,0,3,4,0,15550,93,3,90,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4425,5,0,0,21,62,2160,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Monmouth,1996,1100000,108,58,0,0,0,0,0,0,0,2,2,0,0,241,8,233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,35,1,25,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Camp Pendleton,1998,1099488,721,0,0,0,0,0,0,0,0,0,0,0,50947,470,22,448,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1420,0,0,142,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Hallandale Beach Lifeguards,2015,1096285,41,41,0,0,0,0,12,0,0,0,0,0,14104,1684,23,1661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1667,0,0,0,12,0,0,1,0,8,14,null,0,0,4,4,300,3,0,0,1,12
Cape May,2016,1093757,116,97,19,0,0,0,0,0,0,0,0,0,8732,155,32,123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,26,729,2,1,1,87,82,0,0,26,26,150,8,0,1,2,16
Martin County Ocean Rescue,2007,1085990,365,0,0,0,0,0,0,0,0,0,0,0,15641,1603,1603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Camp Pendleton,2009,1080819,1064,995,69,0,0,0,5,28,153000,12,36,312000,193409,268,30,238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1645,0,0,0,17,765,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Nags Head Ocean Rescue,2016,1080180,171,94,0,0,0,0,10,18,37000,0,0,0,164431,113,34,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,3,130,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Kitty Hawk Ocean Rescue,2016,1080082,249,142,62,0,0,0,0,0,0,4,7,24000,77034,217,41,176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,22,1250,11,80,1,49,0,1,1,15,15,200,10,0,0,5,20
Deerfield Beach Ocean Rescue,2006,1076700,41,40,1,0,0,0,0,0,0,0,0,0,7673,284,25,259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,256,0,1,11,3,1100,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Cape May,1996,1076440,163,81,82,0,0,0,0,0,0,6,30,250000,346,387,73,314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,361,12,2400,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Santa Cruz Marine Safety,2017,1075425,463,0,0,0,0,0,123,0,124000,418,0,0,246984,356,43,313,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18290,1571,0,0,126,10205,41488,3,0,2,68,925,0,0,6,9,250,3,0,0,3,0
Long Beach Marine Safety - CA,2008,1075000,1097,25,1,1,0,0,367,932,11803450,1075,2416,57,79922,2190,558,1632,3,0,0,0,0,1,0,0,2,3,0,0,0,0,2,0,0,1,0,66373,0,88,13,212,139,5241,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Oceanside Lifeguards,1974,1074500,353,0,0,0,0,0,15,0,70000,0,0,0,10000,12,12,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Santa Cruz Marine Safety,2018,1071050,203,0,0,0,0,0,34,38,51500,585,585,877500,308493,363,68,295,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37658,0,0,0,225,18205,59206,3,2,2,75,925,0,0,6,9,250,3,0,0,4,0
Martin County Ocean Rescue,2018,1069976,257,142,0,0,0,0,0,0,0,0,0,0,24227,1136,49,1087,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,0,0,0,6,6,1200,1.5,22,19,11,null,0,0,8,8,200,10,0,0,2,0
Deerfield Beach Ocean Rescue,2000,1068800,47,40,7,0,0,0,0,0,0,1,1,1500,5565,88,27,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,500,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Deerfield Beach Ocean Rescue,2007,1067600,50,50,0,0,0,0,0,0,0,0,0,0,0,744,18,726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,300,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Delray Beach Ocean Rescue,1991,1067542,9,0,0,0,0,0,183,367,0,0,0,0,18544,131,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Pompano Beach Ocean Rescue,2012,1064822,39,37,0,2,0,0,0,0,0,0,0,0,24495,202,0,202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13740,111,0,0,16,4,1000,1,2,17,25,null,0,0,8,8,200,5,0,1,2,11
Deerfield Beach Ocean Rescue,1997,1063000,12,2,10,0,0,0,0,0,0,1,3,10000,4536,127,14,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5885,230,5,2,229,18,600,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Delray Beach Ocean Rescue,2004,1053561,61,55,6,0,0,0,1,3,0,0,0,0,11329,534,34,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19900,0,0,0,15,24,4240,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Cape May,2018,1051798,197,163,34,0,0,0,0,0,0,0,0,0,9174,145,37,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,1,27,15,1894,2,1,2,92,99,0,0,26,26,150,10,0,1,2,16
New Jersey State Park Service - Ocean Beaches,2002,1050081,306,0,0,0,0,0,0,0,0,0,0,0,72273,2179,81,2098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,296,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Kauai Fire Department Ocean Safety Bureau,2006,1048803,220,91,93,0,0,0,0,0,0,0,0,0,46080,2848,69,2779,10,7,1,0,0,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,35,220,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Hallandale Beach Lifeguards,2013,1048228,84,66,12,0,0,0,2,2,100000,3,3,150000,33365,4676,40,4636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2620,96,10,1,27,2,100,1,0,8,8,null,0,0,5,5,300,3,0,0,0,2
Pompano Beach Ocean Rescue,2008,1047701,59,54,5,0,0,0,0,0,0,0,0,0,22550,1760,14,1746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201,0,0,7,11,625,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Delray Beach Ocean Rescue,2000,1046339,35,32,3,0,0,0,0,0,0,4,0,0,36060,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11870,0,0,0,6,77,5000,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Martin County Ocean Rescue,2010,1044627,196,172,24,0,0,0,0,0,0,2,8,45000,18863,1808,35,1773,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Santa Cruz Marine Safety,2019,1043280,369,0,0,0,0,0,34,34,17400,110,110,110000,223935,367,37,330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30324,908,0,0,195,12887,42484,3,2,2,75,925,0,0,5,8,250,3,0,0,5,0
Boca Raton Ocean Rescue,2019,1039439,55,52,3,0,0,0,4,15,1568962,2,14,896542,6437,584,37,547,2,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,57,125,0,0,12,5,2400,2,4,35,26,67,0,0,14,18,270,7,0,1,0,7
Nags Head Ocean Rescue,2019,1038198,372,0,0,0,0,0,0,0,0,0,0,0,216479,115,44,71,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,4,230,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Manasquan Beach Patrol,1997,1037562,437,216,182,0,0,0,0,0,0,0,0,0,4261,2376,55,2321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,16,300,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Delray Beach Ocean Rescue,2003,1037000,41,38,3,0,0,0,3,6,0,0,0,0,11450,534,34,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,13,3300,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Nags Head Ocean Rescue,1993,1036282,102,0,0,0,0,0,7,0,0,0,23,0,34896,6217,6217,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,143,45,310,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Pompano Beach Ocean Rescue,2020,1033322,78,78,0,0,0,0,0,0,0,0,0,0,40062,2354,21,2333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,881,0,0,0,18,0,0,0.5,2,19,17,null,0,0,8,8,140,7,1,0,2,5
Cape May,2014,1031713,147,102,45,0,0,0,1,4,0,0,0,0,4163,162,50,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,8,504,2.5,0.5,1,88,63,0,0,26,26,150,5,1,0,2,16
Corolla Ocean Rescue,2016,1030561,171,162,8,0,0,1,1,8000,0,0,0,0,49768,603,23,580,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,12,11,2,45,null,0,0,17,17,575,4,0,1,3,4
Delray Beach Ocean Rescue,2006,1029475,64,60,4,0,0,0,4,6,0,0,0,0,12901,486,36,450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14004,60,0,0,23,20,3330,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Deerfield Beach Ocean Rescue,2011,1027401,39,39,0,0,0,0,2,0,0,0,0,0,23686,103,20,83,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,4,120,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Cape May,2013,1025987,152,121,31,0,0,0,0,0,0,17,0,0,3219,141,30,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,8,280,2.5,0.5,1,88,null,0,0,26,26,150,4,1,0,2,16
Martin County Ocean Rescue,2014,1025055,287,264,23,0,0,0,0,0,0,0,0,0,24821,1274,55,1219,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,14,200,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
